NLW FACS 787 Aberystwyth Harbour Records,,,"KEY          
Illegible Word =
Illegible letter =
Guess =
blk,1896-06-07,41,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-06-08,42,Rover,Cardigan,blk,blk,Owens,R. Roberts & Sons,Timber,82,4,1,7,4,1,7,4,,,,
blk,1896-06-10,43,Walter,[Tousbergen],blk,blk,Nielsen,R. Roberts & Sons,Timber,140,6,3,10,0,3,10,0,,,,
blk,1896-06-10,44,Miss Evans,Carnarvon,blk,blk,Roberts,Capt. Doughton,Coal,79,2,,13,2,,13,2,,,,
blk,1896-06-13,45,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-06-13,46,Margaret,Aberystwyth,blk,blk,Brown,Belham,Bricks,12,2,,2,0,,2,0,,,,
blk,1896-06-20,47,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-06-28,48,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-07-06,49,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-07-11,50,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-07-19,51,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-07-23,52,Moses Parry,Portmadoc,[22191],blk,Jones,Williams & White,Cement,67,2,,11,2,,11,2,,,,
blk,1897-07-26,53,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-07-28,54,Martha,Christiania,blk,blk,Petersen,R. Roberts & Sons,Timber,383,6,9,11,6,9,11,6,,,,
blk,1896-07-31,55,Ellen Owens,Cardigan,22146,blk,Owens,Belham & Co.,Bricks,34,2,,5,8,,5,8,,,,
blk,1896-08-02,56,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-08-09,57,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-08-16,58,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-08-21,59,Mersey,Carnarvon,blk,blk,Hughes,Capt. Doughton,Coal,43,2,,7,2,,7,2,,,,
blk,1896-08-21,60,Ellen Owens,Cardigan,22146,blk,Lloyd,John Morgan,Bricks,34,2,,5,8,,5,8,,,,
blk,1896-08-23,61,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-08-30,62,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-09-06,63,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-09-07,64,[Bams],Christiansand,blk,blk,Christensen,R. Roberts & Sons,Timber,303,6,7,11,6,,,,,,,
blk,1896-09-13,65,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-09-21,66,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-09-30,67,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-10-04,68,Ivanhoe,Aberystwyth,56417,blk,Williams,William Morris,Coal,347,2,2,17,10,,17,10,,,,
blk,1896-10-07,69,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-10-15,70,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-10-20,71,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-10-25,72,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-10-31,73,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-11-07,74,Eagle Eyed,Portmadoc,blk,blk,Morris,R. Roberts & Sons,Cement,67,2,,11,2,,11,2,,,,
blk,1896-11-09,75,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-11-12,76,Snowdon,Portmadoc,blk,[S.P.Ing.],Jones,blk,blk,11,3,,2,9,,2,9,,,,
blk,1896-11-16,77,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,1,1,0,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-11-18,78,Catherine Hendry,Aberystwyth,48625,blk,Jones,Capt. Evan Jones,Coal,48,2,,8,0,,8,0,,,,
blk,1896-11-21,79,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-11-29,80,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-12-11,81,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-12-14,82,Telephone,Liverpool,68289,blk,Lewis,blk,General Cargo,75,4,1,5,0,1,5,0,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-12-18,83,David Sinclair,Portmadoc,blk,blk,Jones,R. Roberts & Sons,Timber,106,6,2,13,0,2,13,0,,,,
blk,1896-12-20,84,Telephone,[Aberystwyth],blk,blk,Lewis,blk,General Cargo,75,4,1,5,0,1,5,0,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1896-12-21,85,Carlingford [Lough],Carlingford,[98271],blk,Ferguson,Richard Morgan,Grain,58,4,,19,4,,19,4,,,,
blk,1896-12-23,86,Brothers,Cardigan,1877,blk,James,Capt. T. Doughton,Coal,38,2,,6,4,,6,4,There are 2 identical sets of data for Oct. -Dec. 1896 in the Harbour Records,,,
blk,1897-01-12,1,Telephone,Liverpool,68289,blk,Evans,blk,General Cargo,75,4,1,5,0,1,5,0, ,,,
blk,1897-01-19,2,Telephone,Liverpool,68289,blk,Evans,blk,General Cargo,75,4,1,5,0,1,5,0, ,,,
blk,1897-01-24,3,Countess,Aberystwyth,blk,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-01-31,4,Countess,Aberystwyth,blk,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-02-06,5,Countess,Aberystwyth,blk,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-02-06,6,Margaret,Beaumaris,79108,blk,Gale,Capt. T. Doughton,Coal,72,2,,12,0,,12,0,,,,
blk,1897-02-08,7,C.B.K.F.,Falmouth,83854,blk,blk,M. H. Davies & Sons,Cement,56,2,,9,4,,9,4,,,,
blk,1897-02-14,8,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-02-23,9,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-03-02,10,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-03-08,11,Cecil Brindl[e]y,[Portmadoc],blk,blk,Evans,M. H. Davies & Sons,Cement & Seed,94,2,,15,8,,15,8,,,,
blk,1897-03-09,12,Espiegle,[Carnarvon],blk,blk,Roberts,Williams & White,Manure,55,2,,9,2,,9,2,,,,
blk,1897-03-10,13,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-03-19,14,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-03-21,15,Aer[i]on Belle,Aberystwyth,15769,blk,Davies,blk,Coal,48,2,,8,0,,8,0,,,,
blk,1897-03-25,16,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-04-02,17,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-04-06,18,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-04-11,19,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-04-13,20,Ellen Beatrice,Aberystwyth,49664,blk,Jones,M. H. Davies & Sons,Cement,75,2,,12,6,,12,6,,,,
blk,1897-04-20,21,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1897-04-26,22,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1897-05-01,23,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,,,,
blk,1897-05-01,24,Margaret & Ann,Portmadoc,blk,blk,Hughes,Capt. T. Doughton,Coal,74,2,,12,4,,12,4,,,,
blk,1897-05-09,25,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-05-15,26,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-05-22,27,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-05-31,28,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-06-06,29,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-06-10,30,Lorne,Aberystwyth,58214,blk,Davies,Thos. Powell,Grain,74,2,,12,4,,12,4,,,,
blk,1897-06-12,31,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-06-21,32,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-06-26,33,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-06-29,34,Vesta,[Drammen],blk,blk,Wlsen,R. Roberts & Sons,Timber,163,6,4,1,6,4,1,6,,,,
blk,1897-07-02,35,Lizzie,Aberystwyth,blk,blk,Davies,I. McIlquham,[Wreakage],5,2,,,10,,,10,,,,
blk,1897-07-04,36,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-11,37,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-17,38,Margaret,Aberystwyth,blk,blk,Brown,I. McIlquham,[Wreakage],12,2,,2,0,,2,0,,,,
blk,1897-07-17,39,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-18,40,Ann,Carnarvon,blk,blk,Williams,Capt. T. Doughton,Coal,59,2,,9,10,,9,10,,,,
blk,1897-07-23,41,Marie,"Treguier, France",blk,blk,[Jonanjean],blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-25,42,Countess,Aberystwyth,See note,blk,Jenkins,Nicolus Dilassen,Onions,25,6,,12,6,,12,6,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-31,43,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-07-31,44,Rover,Cardiff,69397,blk,Owens,I. Lloyd,Timber,82,4,1,7,4,1,7,4,,,,
blk,1897-08-08,45,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-08-09,46,Rover,Cardiff,69397,blk,Owens,R. Roberts & Sons,Timber,82,4,1,7,4,1,7,4,The sequence of Numbers in the 'No. In' column jumps from 46 to 67 at this point,,,
blk,1897-08-14,67,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-08-22,68,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-08-29,69,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-09-08,70,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-09-12,71,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-09-19,72,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-09-28,73,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-10-02,74,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-10-03,75,Catherine Hendry,Aberystwyth,48625,blk,Jones,Captn. E. Jones,Coal,42,2,0,7,0,0,7,0,,,,
blk,1897-10-09,76,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-10-19,77,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-10-24,78,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-10-28,79,Progress,Aberystwyth,44738,blk,Jones,blk,Ballast,63,2,0,10,6,0,10,6,,,,
blk,1897-10-30,80,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-11-07,81,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-11-09,82,Rover,Cardiff,See note,blk,Owens,R. Roberts & Sons,Timber,82,4,1,7,4,1,7,4,No 'Rover' found registered for 1890,,,
blk,1897-11-14,83,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-11-21,84,Miss Hughes,Aberystwyth,80240,blk,Jones,Captn. Jones,Coal,59,2,0,9,10,0,9,10,,,,
blk,1897-11-24,85,Telephone,Aberdovey,See note,blk,Evans,blk,General Cargo,75,4,1,5,0,1,5,0,No 'Telephone' found registered,,,
blk,1897-11-25,86,Rover,Cardiff,See note,blk,Owens,John Lloyd,Timber,82,4,1,7,4,1,7,4,No 'Rover' found registered for 1890,,,
blk,1897-11-29,87,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-12-06,88,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-12-18,89,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-12-22,90,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-12-25,91,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1897-12-26,92,Lorne,Aberystwyth,58214,blk,Davies,Williams & White,Cement,69,2,0,11,6,0,11,6,,,,
blk,1898-01-05,1,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-01-09,2,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-01-15,3,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-01-23,4,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-01-29,5,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-02-10,6,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-02-14,7,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-02-19,8,Enterprise,Amlwch,See note,blk,Roberts,Williams & White,Manure,39,4,0,13,0,0,13,0,1983 'Enterprise' found registered for Caernarfon then Whitehaven and 21543 'Enterprize' found for Beaumaris,,,
blk,1898-02-21,9,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-02-25,10,Countess,Aberystwyth,See note,blk,Jenkins,Richard Morgan,"Oats, Seed and Potatoes",63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-03-04,11,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-03-08,12,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-03-08,13,Mersey,Carnarvon,8871,blk,Jenkins,Captn. T. Doughton,Coal,43,2,0,7,2,0,7,2, ,,,
blk,1898-03-12,14,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-03-13,15,Ethel May,Chester,76554,blk,Pierce,Goulding,Manure,77,2,0,12,10,0,12,10, ,,,
blk,1898-03-21,16,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-03-25,17,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-04-03,18,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-04-08,19,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-04-17,20,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-04-23,21,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-04-30,22,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-05-07,23,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
blk,1898-05-07,24,Rover,Cardiff,69397,blk,Owens,J. Lloyd and R. Roberts and Sons,Timber,82,4,1,7,4,1,7,4,,,,
blk,1898-05-15,25,Countess,Aberystwyth,See note,blk,Jenkins,blk,General Cargo,63,4,1,1,0,,,,Countess of Lisburne 85268 listed on Aberystwith Shipping Records for 1890,,,
